instant,dteday,season,year,month,hours,holiday,week,situation_of_weather,temp,atemp,humidity,speed_of_wind,casual,registered,count,category_days
228,2011-01-10,Spring,2011,January,18,0,Monday,Clear,0.2,0.197,0.4,0.2239,1,154,155,weekdays
229,2011-01-10,Spring,2011,January,19,0,Monday,Clear,0.16,0.1667,0.47,0.1642,3,92,95,weekdays
230,2011-01-10,Spring,2011,January,20,0,Monday,Clear,0.16,0.1667,0.5,0.1642,1,73,74,weekdays
231,2011-01-10,Spring,2011,January,21,0,Monday,Clear,0.14,0.1364,0.59,0.194,1,37,38,weekdays
232,2011-01-10,Spring,2011,January,22,0,Monday,Clear,0.14,0.1515,0.59,0.1642,2,22,24,weekdays
233,2011-01-10,Spring,2011,January,23,0,Monday,Clear,0.14,0.1515,0.59,0.1642,0,18,18,weekdays
234,2011-01-11,Spring,2011,January,0,0,Tuesday,Clear,0.14,0.1667,0.59,0.1045,2,10,12,weekdays
235,2011-01-11,Spring,2011,January,1,0,Tuesday,Clear,0.14,0.1515,0.59,0.1642,0,3,3,weekdays
236,2011-01-11,Spring,2011,January,2,0,Tuesday,Mist_Cloudy,0.16,0.1515,0.55,0.194,0,3,3,weekdays
237,2011-01-11,Spring,2011,January,5,0,Tuesday,Mist_Cloudy,0.16,0.1818,0.55,0.1343,0,6,6,weekdays
238,2011-01-11,Spring,2011,January,6,0,Tuesday,Mist_Cloudy,0.16,0.1818,0.55,0.1343,0,27,27,weekdays
239,2011-01-11,Spring,2011,January,7,0,Tuesday,Mist_Cloudy,0.16,0.2273,0.55,0.0,2,97,99,weekdays
240,2011-01-11,Spring,2011,January,8,0,Tuesday,Mist_Cloudy,0.18,0.2121,0.51,0.0896,3,214,217,weekdays
241,2011-01-11,Spring,2011,January,9,0,Tuesday,Mist_Cloudy,0.18,0.197,0.51,0.1642,3,127,130,weekdays
242,2011-01-11,Spring,2011,January,10,0,Tuesday,Mist_Cloudy,0.2,0.2121,0.51,0.1642,3,51,54,weekdays
243,2011-01-11,Spring,2011,January,11,0,Tuesday,Mist_Cloudy,0.2,0.2121,0.47,0.1343,4,31,35,weekdays
244,2011-01-11,Spring,2011,January,12,0,Tuesday,Mist_Cloudy,0.2,0.2273,0.51,0.1045,2,55,57,weekdays
245,2011-01-11,Spring,2011,January,13,0,Tuesday,Mist_Cloudy,0.2,0.2273,0.59,0.0896,6,46,52,weekdays
246,2011-01-11,Spring,2011,January,14,0,Tuesday,Mist_Cloudy,0.2,0.2273,0.59,0.0896,3,60,63,weekdays
247,2011-01-11,Spring,2011,January,15,0,Tuesday,Mist_Cloudy,0.16,0.197,0.8,0.0896,2,45,47,weekdays
248,2011-01-11,Spring,2011,January,16,0,Tuesday,Mist_Cloudy,0.16,0.1515,0.86,0.2239,4,72,76,weekdays
249,2011-01-11,Spring,2011,January,17,0,Tuesday,Mist_Cloudy,0.16,0.1515,0.86,0.2239,6,130,136,weekdays
250,2011-01-11,Spring,2011,January,18,0,Tuesday,Light_Rain,0.16,0.1818,0.93,0.1045,1,94,95,weekdays
251,2011-01-11,Spring,2011,January,19,0,Tuesday,Light_Rain,0.16,0.2273,0.93,0.0,0,51,51,weekdays
252,2011-01-11,Spring,2011,January,20,0,Tuesday,Light_Rain,0.16,0.1515,0.93,0.194,0,32,32,weekdays
253,2011-01-11,Spring,2011,January,21,0,Tuesday,Light_Rain,0.16,0.197,0.86,0.0896,0,20,20,weekdays
254,2011-01-11,Spring,2011,January,22,0,Tuesday,Light_Rain,0.16,0.1818,0.93,0.1045,1,28,29,weekdays
255,2011-01-11,Spring,2011,January,23,0,Tuesday,Light_Rain,0.16,0.197,0.93,0.0896,1,18,19,weekdays
256,2011-01-12,Spring,2011,January,0,0,Wednesday,Mist_Cloudy,0.16,0.197,0.86,0.0896,0,7,7,weekdays
257,2011-01-12,Spring,2011,January,1,0,Wednesday,Mist_Cloudy,0.16,0.1818,0.86,0.1045,0,6,6,weekdays
258,2011-01-12,Spring,2011,January,2,0,Wednesday,Clear,0.14,0.1515,0.86,0.1343,0,1,1,weekdays
259,2011-01-12,Spring,2011,January,5,0,Wednesday,Clear,0.14,0.1515,0.86,0.1642,0,5,5,weekdays
260,2011-01-12,Spring,2011,January,6,0,Wednesday,Clear,0.12,0.1515,0.93,0.1343,0,16,16,weekdays
261,2011-01-12,Spring,2011,January,7,0,Wednesday,Clear,0.14,0.1515,0.69,0.1343,0,54,54,weekdays
262,2011-01-12,Spring,2011,January,8,0,Wednesday,Clear,0.16,0.1667,0.59,0.1642,3,125,128,weekdays
263,2011-01-12,Spring,2011,January,9,0,Wednesday,Clear,0.16,0.1364,0.59,0.3284,3,78,81,weekdays
264,2011-01-12,Spring,2011,January,10,0,Wednesday,Clear,0.18,0.1818,0.55,0.2239,0,39,39,weekdays
265,2011-01-12,Spring,2011,January,11,0,Wednesday,Clear,0.2,0.1818,0.51,0.3881,3,32,35,weekdays
266,2011-01-12,Spring,2011,January,12,0,Wednesday,Clear,0.2,0.1515,0.47,0.5821,3,52,55,weekdays
267,2011-01-12,Spring,2011,January,13,0,Wednesday,Clear,0.22,0.197,0.44,0.3582,0,49,49,weekdays
268,2011-01-12,Spring,2011,January,14,0,Wednesday,Clear,0.2,0.1818,0.47,0.3284,0,44,44,weekdays
269,2011-01-12,Spring,2011,January,15,0,Wednesday,Clear,0.2,0.1667,0.47,0.4179,1,48,49,weekdays
270,2011-01-12,Spring,2011,January,16,0,Wednesday,Clear,0.22,0.197,0.44,0.3284,5,63,68,weekdays
271,2011-01-12,Spring,2011,January,17,0,Wednesday,Clear,0.2,0.1818,0.47,0.3582,0,139,139,weekdays
272,2011-01-12,Spring,2011,January,18,0,Wednesday,Clear,0.2,0.1515,0.47,0.5224,2,135,137,weekdays
273,2011-01-12,Spring,2011,January,19,0,Wednesday,Clear,0.18,0.1515,0.47,0.4179,1,82,83,weekdays
274,2011-01-12,Spring,2011,January,20,0,Wednesday,Clear,0.16,0.1364,0.5,0.3284,2,54,56,weekdays
275,2011-01-12,Spring,2011,January,21,0,Wednesday,Clear,0.16,0.1364,0.55,0.3284,0,57,57,weekdays
276,2011-01-12,Spring,2011,January,22,0,Wednesday,Clear,0.16,0.1212,0.55,0.4478,1,32,33,weekdays
277,2011-01-12,Spring,2011,January,23,0,Wednesday,Clear,0.14,0.1061,0.59,0.4179,1,19,20,weekdays
278,2011-01-13,Spring,2011,January,0,0,Thursday,Clear,0.14,0.1212,0.59,0.2836,1,6,7,weekdays
279,2011-01-13,Spring,2011,January,1,0,Thursday,Clear,0.14,0.1212,0.5,0.2836,0,2,2,weekdays
280,2011-01-13,Spring,2011,January,2,0,Thursday,Clear,0.14,0.1212,0.5,0.3582,0,2,2,weekdays
281,2011-01-13,Spring,2011,January,3,0,Thursday,Clear,0.14,0.1212,0.5,0.3284,0,3,3,weekdays
282,2011-01-13,Spring,2011,January,4,0,Thursday,Clear,0.14,0.1212,0.5,0.2537,0,4,4,weekdays
283,2011-01-13,Spring,2011,January,5,0,Thursday,Clear,0.14,0.1212,0.5,0.2985,0,3,3,weekdays
284,2011-01-13,Spring,2011,January,6,0,Thursday,Clear,0.12,0.1515,0.54,0.1343,0,28,28,weekdays
285,2011-01-13,Spring,2011,January,7,0,Thursday,Clear,0.12,0.1515,0.54,0.1343,0,72,72,weekdays
286,2011-01-13,Spring,2011,January,8,0,Thursday,Clear,0.14,0.1364,0.5,0.194,5,197,202,weekdays
287,2011-01-13,Spring,2011,January,9,0,Thursday,Clear,0.14,0.1212,0.5,0.3284,2,137,139,weekdays
288,2011-01-13,Spring,2011,January,10,0,Thursday,Mist_Cloudy,0.16,0.1364,0.5,0.3582,2,36,38,weekdays
289,2011-01-13,Spring,2011,January,11,0,Thursday,Mist_Cloudy,0.2,0.1667,0.44,0.4478,4,33,37,weekdays
290,2011-01-13,Spring,2011,January,12,0,Thursday,Clear,0.2,0.1667,0.44,0.4179,3,49,52,weekdays
291,2011-01-13,Spring,2011,January,13,0,Thursday,Clear,0.22,0.197,0.41,0.4478,2,81,83,weekdays
292,2011-01-13,Spring,2011,January,14,0,Thursday,Clear,0.22,0.197,0.41,0.3881,3,39,42,weekdays
293,2011-01-13,Spring,2011,January,15,0,Thursday,Clear,0.24,0.2121,0.38,0.2985,5,55,60,weekdays
294,2011-01-13,Spring,2011,January,16,0,Thursday,Clear,0.24,0.2121,0.38,0.3582,2,76,78,weekdays
295,2011-01-13,Spring,2011,January,17,0,Thursday,Clear,0.2,0.1818,0.4,0.2836,4,158,162,weekdays
296,2011-01-13,Spring,2011,January,18,0,Thursday,Clear,0.2,0.1818,0.4,0.3284,3,141,144,weekdays
297,2011-01-13,Spring,2011,January,19,0,Thursday,Clear,0.16,0.1515,0.47,0.2537,1,98,99,weekdays
298,2011-01-13,Spring,2011,January,20,0,Thursday,Clear,0.16,0.1515,0.47,0.2239,0,64,64,weekdays
299,2011-01-13,Spring,2011,January,21,0,Thursday,Clear,0.14,0.1212,0.46,0.2985,0,40,40,weekdays
300,2011-01-13,Spring,2011,January,22,0,Thursday,Clear,0.14,0.1212,0.46,0.3284,0,30,30,weekdays
301,2011-01-13,Spring,2011,January,23,0,Thursday,Clear,0.12,0.1364,0.5,0.194,1,14,15,weekdays
302,2011-01-14,Spring,2011,January,0,0,Friday,Clear,0.12,0.1364,0.5,0.194,0,14,14,weekdays
303,2011-01-14,Spring,2011,January,1,0,Friday,Clear,0.1,0.1212,0.54,0.1642,0,5,5,weekdays
304,2011-01-14,Spring,2011,January,2,0,Friday,Clear,0.1,0.1212,0.54,0.1343,0,1,1,weekdays
305,2011-01-14,Spring,2011,January,3,0,Friday,Clear,0.1,0.1364,0.54,0.1045,0,1,1,weekdays
306,2011-01-14,Spring,2011,January,5,0,Friday,Clear,0.1,0.1364,0.54,0.0896,0,8,8,weekdays
307,2011-01-14,Spring,2011,January,6,0,Friday,Clear,0.1,0.1818,0.54,0.0,0,17,17,weekdays
308,2011-01-14,Spring,2011,January,7,0,Friday,Clear,0.1,0.1212,0.74,0.1642,0,70,70,weekdays
309,2011-01-14,Spring,2011,January,8,0,Friday,Clear,0.12,0.1667,0.68,0.0,2,156,158,weekdays
310,2011-01-14,Spring,2011,January,9,0,Friday,Clear,0.14,0.1515,0.69,0.1343,0,117,117,weekdays
311,2011-01-14,Spring,2011,January,10,0,Friday,Clear,0.18,0.1818,0.55,0.194,4,40,44,weekdays
312,2011-01-14,Spring,2011,January,11,0,Friday,Clear,0.18,0.1667,0.51,0.2836,6,47,53,weekdays
313,2011-01-14,Spring,2011,January,12,0,Friday,Clear,0.2,0.197,0.44,0.2537,2,59,61,weekdays
314,2011-01-14,Spring,2011,January,13,0,Friday,Clear,0.22,0.197,0.37,0.3881,4,73,77,weekdays
315,2011-01-14,Spring,2011,January,14,0,Friday,Clear,0.22,0.2121,0.41,0.2836,5,59,64,weekdays
316,2011-01-14,Spring,2011,January,15,0,Friday,Clear,0.24,0.2424,0.38,0.1642,9,59,68,weekdays
317,2011-01-14,Spring,2011,January,16,0,Friday,Clear,0.22,0.2424,0.41,0.1045,3,87,90,weekdays
318,2011-01-14,Spring,2011,January,17,0,Friday,Clear,0.22,0.2273,0.41,0.1642,4,155,159,weekdays
319,2011-01-14,Spring,2011,January,18,0,Friday,Clear,0.2,0.2576,0.47,0.0,5,134,139,weekdays
320,2011-01-14,Spring,2011,January,19,0,Friday,Clear,0.16,0.197,0.59,0.0896,3,89,92,weekdays
321,2011-01-14,Spring,2011,January,20,0,Friday,Clear,0.18,0.2424,0.59,0.0,0,68,68,weekdays
322,2011-01-14,Spring,2011,January,21,0,Friday,Clear,0.16,0.2273,0.69,0.0,4,48,52,weekdays
323,2011-01-14,Spring,2011,January,22,0,Friday,Mist_Cloudy,0.16,0.2273,0.69,0.0,2,34,36,weekdays
324,2011-01-14,Spring,2011,January,23,0,Friday,Mist_Cloudy,0.18,0.2424,0.55,0.0,1,26,27,weekdays
325,2011-01-15,Spring,2011,January,0,0,Saturday,Clear,0.18,0.2424,0.55,0.0,3,25,28,weekend
326,2011-01-15,Spring,2011,January,1,0,Saturday,Mist_Cloudy,0.16,0.197,0.59,0.0896,2,18,20,weekend
327,2011-01-15,Spring,2011,January,2,0,Saturday,Mist_Cloudy,0.16,0.197,0.59,0.0896,0,12,12,weekend
328,2011-01-15,Spring,2011,January,3,0,Saturday,Mist_Cloudy,0.16,0.2273,0.59,0.0,1,7,8,weekend
329,2011-01-15,Spring,2011,January,4,0,Saturday,Mist_Cloudy,0.16,0.2273,0.59,0.0,0,5,5,weekend
330,2011-01-15,Spring,2011,January,5,0,Saturday,Clear,0.16,0.2273,0.59,0.0,0,1,1,weekend
331,2011-01-15,Spring,2011,January,6,0,Saturday,Clear,0.14,0.1667,0.63,0.1045,1,2,3,weekend
332,2011-01-15,Spring,2011,January,7,0,Saturday,Clear,0.14,0.2121,0.63,0.0,1,9,10,weekend
333,2011-01-15,Spring,2011,January,8,0,Saturday,Clear,0.14,0.1515,0.63,0.1343,1,22,23,weekend
334,2011-01-15,Spring,2011,January,9,0,Saturday,Clear,0.16,0.1818,0.64,0.1343,2,31,33,weekend
335,2011-01-15,Spring,2011,January,10,0,Saturday,Clear,0.18,0.197,0.59,0.1642,2,57,59,weekend
336,2011-01-15,Spring,2011,January,11,0,Saturday,Clear,0.2,0.197,0.55,0.2239,18,54,72,weekend
337,2011-01-15,Spring,2011,January,12,0,Saturday,Clear,0.24,0.2273,0.48,0.2239,15,74,89,weekend
338,2011-01-15,Spring,2011,January,13,0,Saturday,Clear,0.28,0.2576,0.38,0.2985,21,80,101,weekend
339,2011-01-15,Spring,2011,January,14,0,Saturday,Clear,0.3,0.2879,0.39,0.2836,26,92,118,weekend
340,2011-01-15,Spring,2011,January,15,0,Saturday,Mist_Cloudy,0.32,0.3182,0.36,0.194,21,108,129,weekend
341,2011-01-15,Spring,2011,January,16,0,Saturday,Mist_Cloudy,0.34,0.3333,0.34,0.194,33,95,128,weekend
342,2011-01-15,Spring,2011,January,17,0,Saturday,Mist_Cloudy,0.32,0.303,0.36,0.2836,29,54,83,weekend
343,2011-01-15,Spring,2011,January,18,0,Saturday,Mist_Cloudy,0.3,0.2879,0.45,0.2537,15,69,84,weekend
344,2011-01-15,Spring,2011,January,19,0,Saturday,Mist_Cloudy,0.32,0.303,0.39,0.2537,14,60,74,weekend
345,2011-01-15,Spring,2011,January,20,0,Saturday,Mist_Cloudy,0.32,0.303,0.39,0.2537,6,35,41,weekend
346,2011-01-15,Spring,2011,January,21,0,Saturday,Mist_Cloudy,0.32,0.303,0.39,0.2239,6,51,57,weekend
347,2011-01-15,Spring,2011,January,22,0,Saturday,Mist_Cloudy,0.3,0.3182,0.42,0.1045,0,26,26,weekend
348,2011-01-15,Spring,2011,January,23,0,Saturday,Clear,0.3,0.2879,0.45,0.2836,5,39,44,weekend
349,2011-01-16,Spring,2011,January,0,0,Sunday,Clear,0.26,0.303,0.56,0.0,6,33,39,weekend
350,2011-01-16,Spring,2011,January,1,0,Sunday,Clear,0.26,0.2727,0.56,0.1343,4,19,23,weekend
351,2011-01-16,Spring,2011,January,2,0,Sunday,Clear,0.26,0.2879,0.56,0.0896,3,13,16,weekend
352,2011-01-16,Spring,2011,January,3,0,Sunday,Clear,0.22,0.2727,0.69,0.0,9,6,15,weekend
353,2011-01-16,Spring,2011,January,4,0,Sunday,Clear,0.26,0.2576,0.56,0.1642,0,1,1,weekend
354,2011-01-16,Spring,2011,January,5,0,Sunday,Mist_Cloudy,0.26,0.2576,0.56,0.1642,1,1,2,weekend
355,2011-01-16,Spring,2011,January,6,0,Sunday,Mist_Cloudy,0.26,0.2576,0.56,0.1642,0,1,1,weekend
356,2011-01-16,Spring,2011,January,7,0,Sunday,Mist_Cloudy,0.24,0.2121,0.56,0.2985,0,3,3,weekend
357,2011-01-16,Spring,2011,January,8,0,Sunday,Clear,0.22,0.2121,0.55,0.2836,0,18,18,weekend
358,2011-01-16,Spring,2011,January,9,0,Sunday,Clear,0.22,0.2121,0.51,0.2537,3,29,32,weekend
359,2011-01-16,Spring,2011,January,10,0,Sunday,Clear,0.22,0.2121,0.51,0.2836,8,71,79,weekend
360,2011-01-16,Spring,2011,January,11,0,Sunday,Clear,0.24,0.2273,0.44,0.2537,23,70,93,weekend
361,2011-01-16,Spring,2011,January,12,0,Sunday,Clear,0.24,0.2121,0.41,0.2836,29,75,104,weekend
362,2011-01-16,Spring,2011,January,13,0,Sunday,Clear,0.26,0.2273,0.35,0.2985,23,95,118,weekend
363,2011-01-16,Spring,2011,January,14,0,Sunday,Clear,0.28,0.2727,0.36,0.2537,22,69,91,weekend
364,2011-01-16,Spring,2011,January,15,0,Sunday,Clear,0.26,0.2424,0.38,0.2537,35,78,113,weekend
365,2011-01-16,Spring,2011,January,16,0,Sunday,Clear,0.24,0.2273,0.38,0.2239,22,77,99,weekend
366,2011-01-16,Spring,2011,January,17,0,Sunday,Clear,0.22,0.2121,0.37,0.2537,23,82,105,weekend
367,2011-01-16,Spring,2011,January,18,0,Sunday,Clear,0.2,0.2121,0.4,0.1642,11,56,67,weekend
368,2011-01-16,Spring,2011,January,19,0,Sunday,Clear,0.18,0.197,0.47,0.1343,14,47,61,weekend
369,2011-01-16,Spring,2011,January,20,0,Sunday,Clear,0.18,0.197,0.47,0.1642,7,50,57,weekend
370,2011-01-16,Spring,2011,January,21,0,Sunday,Clear,0.18,0.197,0.51,0.1642,6,22,28,weekend
371,2011-01-16,Spring,2011,January,22,0,Sunday,Mist_Cloudy,0.2,0.2121,0.49,0.1343,2,19,21,weekend
372,2011-01-16,Spring,2011,January,23,0,Sunday,Mist_Cloudy,0.2,0.2273,0.4,0.1045,0,18,18,weekend
373,2011-01-17,Spring,2011,January,0,1,Monday,Mist_Cloudy,0.2,0.197,0.47,0.2239,1,16,17,weekdays
374,2011-01-17,Spring,2011,January,1,1,Monday,Mist_Cloudy,0.2,0.197,0.44,0.194,1,15,16,weekdays
375,2011-01-17,Spring,2011,January,2,1,Monday,Mist_Cloudy,0.18,0.1667,0.43,0.2537,0,8,8,weekdays
376,2011-01-17,Spring,2011,January,3,1,Monday,Mist_Cloudy,0.18,0.1818,0.43,0.194,0,2,2,weekdays
377,2011-01-17,Spring,2011,January,4,1,Monday,Mist_Cloudy,0.18,0.197,0.43,0.1343,1,2,3,weekdays
378,2011-01-17,Spring,2011,January,5,1,Monday,Mist_Cloudy,0.18,0.197,0.43,0.1642,0,1,1,weekdays
379,2011-01-17,Spring,2011,January,6,1,Monday,Mist_Cloudy,0.18,0.1818,0.43,0.194,0,5,5,weekdays
380,2011-01-17,Spring,2011,January,7,1,Monday,Mist_Cloudy,0.16,0.1818,0.5,0.1343,4,9,13,weekdays
381,2011-01-17,Spring,2011,January,8,1,Monday,Mist_Cloudy,0.16,0.1515,0.47,0.2239,3,30,33,weekdays
382,2011-01-17,Spring,2011,January,9,1,Monday,Mist_Cloudy,0.16,0.1515,0.47,0.2239,8,39,47,weekdays
383,2011-01-17,Spring,2011,January,10,1,Monday,Mist_Cloudy,0.16,0.1515,0.5,0.2537,7,50,57,weekdays
384,2011-01-17,Spring,2011,January,11,1,Monday,Mist_Cloudy,0.16,0.1515,0.55,0.194,9,55,64,weekdays
385,2011-01-17,Spring,2011,January,12,1,Monday,Mist_Cloudy,0.18,0.197,0.47,0.1343,10,70,80,weekdays
386,2011-01-17,Spring,2011,January,13,1,Monday,Mist_Cloudy,0.18,0.197,0.47,0.1343,13,80,93,weekdays
387,2011-01-17,Spring,2011,January,14,1,Monday,Mist_Cloudy,0.18,0.2121,0.43,0.1045,12,74,86,weekdays
388,2011-01-17,Spring,2011,January,15,1,Monday,Mist_Cloudy,0.2,0.2121,0.47,0.1642,21,72,93,weekdays
389,2011-01-17,Spring,2011,January,16,1,Monday,Mist_Cloudy,0.2,0.2121,0.47,0.1642,6,76,82,weekdays
390,2011-01-17,Spring,2011,January,17,1,Monday,Clear,0.2,0.197,0.51,0.194,4,67,71,weekdays
391,2011-01-17,Spring,2011,January,18,1,Monday,Mist_Cloudy,0.18,0.1667,0.55,0.2537,7,85,92,weekdays
392,2011-01-17,Spring,2011,January,19,1,Monday,Light_Rain,0.18,0.1818,0.59,0.194,2,58,60,weekdays
393,2011-01-17,Spring,2011,January,20,1,Monday,Light_Rain,0.16,0.1515,0.8,0.194,4,29,33,weekdays
394,2011-01-17,Spring,2011,January,21,1,Monday,Light_Rain,0.16,0.1515,0.8,0.194,3,24,27,weekdays
395,2011-01-17,Spring,2011,January,22,1,Monday,Light_Rain,0.14,0.1212,0.93,0.2537,0,13,13,weekdays
396,2011-01-17,Spring,2011,January,23,1,Monday,Light_Rain,0.16,0.1364,0.86,0.2836,1,3,4,weekdays
397,2011-01-18,Spring,2011,January,12,0,Tuesday,Mist_Cloudy,0.2,0.1818,0.86,0.3284,0,3,3,weekdays
398,2011-01-18,Spring,2011,January,13,0,Tuesday,Mist_Cloudy,0.2,0.197,0.86,0.2239,0,22,22,weekdays
399,2011-01-18,Spring,2011,January,14,0,Tuesday,Mist_Cloudy,0.22,0.2273,0.8,0.1642,2,26,28,weekdays
400,2011-01-18,Spring,2011,January,15,0,Tuesday,Mist_Cloudy,0.22,0.2273,0.87,0.1642,3,32,35,weekdays
401,2011-01-18,Spring,2011,January,16,0,Tuesday,Mist_Cloudy,0.22,0.2273,0.87,0.194,0,61,61,weekdays
402,2011-01-18,Spring,2011,January,17,0,Tuesday,Mist_Cloudy,0.22,0.2273,0.82,0.194,1,124,125,weekdays
403,2011-01-18,Spring,2011,January,18,0,Tuesday,Mist_Cloudy,0.22,0.2273,0.8,0.1642,1,132,133,weekdays
404,2011-01-18,Spring,2011,January,19,0,Tuesday,Mist_Cloudy,0.22,0.2273,0.8,0.1343,1,98,99,weekdays
405,2011-01-18,Spring,2011,January,20,0,Tuesday,Mist_Cloudy,0.22,0.2727,0.87,0.0,0,83,83,weekdays
406,2011-01-18,Spring,2011,January,21,0,Tuesday,Mist_Cloudy,0.22,0.2424,0.93,0.1045,0,41,41,weekdays
407,2011-01-18,Spring,2011,January,22,0,Tuesday,Mist_Cloudy,0.22,0.2576,0.93,0.0896,0,33,33,weekdays
408,2011-01-18,Spring,2011,January,23,0,Tuesday,Mist_Cloudy,0.22,0.2727,0.93,0.0,1,19,20,weekdays
409,2011-01-19,Spring,2011,January,0,0,Wednesday,Mist_Cloudy,0.22,0.2727,0.93,0.0,0,3,3,weekdays
410,2011-01-19,Spring,2011,January,1,0,Wednesday,Light_Rain,0.22,0.2273,0.93,0.1343,1,6,7,weekdays
411,2011-01-19,Spring,2011,January,2,0,Wednesday,Light_Rain,0.22,0.2273,0.93,0.1343,0,3,3,weekdays
412,2011-01-19,Spring,2011,January,4,0,Wednesday,Light_Rain,0.22,0.2273,0.93,0.1343,1,1,2,weekdays
413,2011-01-19,Spring,2011,January,5,0,Wednesday,Mist_Cloudy,0.22,0.2576,0.93,0.0896,0,7,7,weekdays
414,2011-01-19,Spring,2011,January,6,0,Wednesday,Mist_Cloudy,0.22,0.2576,0.93,0.0896,0,32,32,weekdays
415,2011-01-19,Spring,2011,January,7,0,Wednesday,Mist_Cloudy,0.24,0.2576,0.92,0.1045,1,89,90,weekdays
416,2011-01-19,Spring,2011,January,8,0,Wednesday,Mist_Cloudy,0.24,0.2576,0.93,0.1045,1,196,197,weekdays
417,2011-01-19,Spring,2011,January,9,0,Wednesday,Mist_Cloudy,0.24,0.2576,0.93,0.1045,2,107,109,weekdays
418,2011-01-19,Spring,2011,January,10,0,Wednesday,Mist_Cloudy,0.26,0.2727,0.93,0.1343,1,46,47,weekdays
419,2011-01-19,Spring,2011,January,11,0,Wednesday,Mist_Cloudy,0.28,0.303,0.87,0.0896,5,47,52,weekdays
420,2011-01-19,Spring,2011,January,12,0,Wednesday,Mist_Cloudy,0.3,0.3182,0.81,0.0896,5,65,70,weekdays
421,2011-01-19,Spring,2011,January,13,0,Wednesday,Clear,0.4,0.4091,0.62,0.2836,11,67,78,weekdays
422,2011-01-19,Spring,2011,January,14,0,Wednesday,Clear,0.4,0.4091,0.58,0.2537,7,68,75,weekdays
423,2011-01-19,Spring,2011,January,15,0,Wednesday,Clear,0.4,0.4091,0.54,0.2836,4,78,82,weekdays
424,2011-01-19,Spring,2011,January,16,0,Wednesday,Clear,0.38,0.3939,0.58,0.3881,10,94,104,weekdays
425,2011-01-19,Spring,2011,January,17,0,Wednesday,Clear,0.36,0.3333,0.57,0.3284,7,190,197,weekdays
426,2011-01-19,Spring,2011,January,18,0,Wednesday,Clear,0.34,0.3182,0.61,0.2836,5,156,161,weekdays
427,2011-01-19,Spring,2011,January,19,0,Wednesday,Clear,0.32,0.2879,0.57,0.4179,4,108,112,weekdays
428,2011-01-19,Spring,2011,January,20,0,Wednesday,Clear,0.32,0.303,0.49,0.2985,2,74,76,weekdays
429,2011-01-19,Spring,2011,January,21,0,Wednesday,Clear,0.32,0.2879,0.49,0.4179,4,55,59,weekdays
430,2011-01-19,Spring,2011,January,22,0,Wednesday,Clear,0.3,0.303,0.52,0.1642,6,53,59,weekdays
431,2011-01-19,Spring,2011,January,23,0,Wednesday,Clear,0.3,0.2727,0.52,0.4627,1,27,28,weekdays
432,2011-01-20,Spring,2011,January,0,0,Thursday,Clear,0.26,0.2273,0.56,0.3881,5,8,13,weekdays
433,2011-01-20,Spring,2011,January,1,0,Thursday,Clear,0.26,0.2727,0.56,0.0,2,3,5,weekdays
434,2011-01-20,Spring,2011,January,2,0,Thursday,Clear,0.26,0.2727,0.56,0.0,0,2,2,weekdays
435,2011-01-20,Spring,2011,January,3,0,Thursday,Clear,0.26,0.2576,0.56,0.1642,0,1,1,weekdays
436,2011-01-20,Spring,2011,January,4,0,Thursday,Clear,0.26,0.2576,0.56,0.1642,0,1,1,weekdays
437,2011-01-20,Spring,2011,January,5,0,Thursday,Clear,0.24,0.2273,0.6,0.2239,0,6,6,weekdays
438,2011-01-20,Spring,2011,January,6,0,Thursday,Clear,0.22,0.2121,0.6,0.2239,0,35,35,weekdays
439,2011-01-20,Spring,2011,January,7,0,Thursday,Clear,0.22,0.2121,0.55,0.2239,1,100,101,weekdays
440,2011-01-20,Spring,2011,January,8,0,Thursday,Clear,0.22,0.2121,0.55,0.2836,2,247,249,weekdays
441,2011-01-20,Spring,2011,January,9,0,Thursday,Mist_Cloudy,0.24,0.2273,0.52,0.2239,3,140,143,weekdays
442,2011-01-20,Spring,2011,January,10,0,Thursday,Clear,0.26,0.2273,0.48,0.2985,1,56,57,weekdays
443,2011-01-20,Spring,2011,January,11,0,Thursday,Mist_Cloudy,0.28,0.2727,0.45,0.1642,5,63,68,weekdays
444,2011-01-20,Spring,2011,January,12,0,Thursday,Mist_Cloudy,0.3,0.3333,0.42,0.0,7,77,84,weekdays
445,2011-01-20,Spring,2011,January,13,0,Thursday,Mist_Cloudy,0.28,0.2879,0.45,0.1045,12,86,98,weekdays
446,2011-01-20,Spring,2011,January,14,0,Thursday,Mist_Cloudy,0.3,0.303,0.45,0.1343,6,75,81,weekdays
447,2011-01-20,Spring,2011,January,15,0,Thursday,Mist_Cloudy,0.32,0.3182,0.45,0.194,8,62,70,weekdays
448,2011-01-20,Spring,2011,January,16,0,Thursday,Mist_Cloudy,0.3,0.303,0.49,0.1343,8,83,91,weekdays
449,2011-01-20,Spring,2011,January,17,0,Thursday,Mist_Cloudy,0.3,0.3182,0.49,0.1045,8,207,215,weekdays
450,2011-01-20,Spring,2011,January,18,0,Thursday,Mist_Cloudy,0.26,0.2576,0.56,0.194,1,184,185,weekdays
451,2011-01-20,Spring,2011,January,19,0,Thursday,Clear,0.26,0.2273,0.56,0.3284,6,146,152,weekdays
